Gene,log2FoldChange,pvalue,padj,logpvalue,significance
ZKSCAN3,0.08727,0.5718,0.9994,0.242755849,Not Significant
ZSCAN12,0.08918,0.7026,0.9994,0.153291855,Not Significant
LOC401242,0.01635,0.9664,0.9994,0.014843079,Not Significant
TRIM27,0.0423,0.714,0.9994,0.146301788,Not Significant
ZNF311,0.526,0.1261,0.9994,0.899284913,Not Significant
UBD,-0.5615,0.1487,0.9994,0.827689031,Not Significant
OR2H2,0.07364,0.8478,0.9994,0.071706588,Not Significant
GABBR1,0.1108,0.7315,0.9994,0.13578567,Not Significant
HLA-F,-0.507,0.1877,0.9994,0.726535727,Not Significant
HCG4,-0.1599,0.628,0.9994,0.202040356,Not Significant
HLA-G,-0.5746,0.1427,0.9994,0.845576027,Not Significant
HLA-H,-0.5919,0.1214,0.9994,0.915781313,Not Significant
HCG4B,-0.3472,0.3251,0.9994,0.487983031,Not Significant
HLA-A,0.1034,0.7563,0.9994,0.1213059,Not Significant
ZNRD1-AS1,0.1323,0.4531,0.9994,0.343805938,Not Significant
HLA-J,-0.3896,0.2652,0.9994,0.57642648,Not Significant
ZNRD1,-0.02343,0.8936,0.9994,0.04885684,Not Significant
PPP1R11,0.0596,0.7929,0.9994,0.100781582,Not Significant
RNF39,0.3042,0.3685,0.9994,0.433562508,Not Significant
TRIM26,0.08034,0.7298,0.9994,0.136796141,Not Significant
HLA-L,-0.1403,0.6018,0.9994,0.220547817,Not Significant
HCG18,0.2487,0.1186,0.9994,0.925915311,Not Significant
TRIM39,0.1064,0.4543,0.9994,0.342657263,Not Significant
RPP21,-0.2205,0.3728,0.9994,0.428524096,Not Significant
PRR3,0.1215,0.2251,0.9994,0.647624505,Not Significant
ABCF1,0.05617,0.7775,0.9994,0.109299602,Not Significant
MRPS18B,0.0499,0.8178,0.9994,0.087352894,Not Significant
ATAT1,0.1946,0.5522,0.9994,0.257903598,Not Significant
C6orf136,-0.005512,0.9851,0.9994,0.006519681,Not Significant
DHX16,0.04121,0.8114,0.9994,0.090764997,Not Significant
NRM,-0.2433,0.2284,0.9994,0.6413039,Not Significant
MDC1,-0.09695,0.4132,0.9994,0.383839687,Not Significant
TUBB,-0.2177,0.4324,0.9994,0.364114315,Not Significant
FLOT1,-0.0441,0.7392,0.9994,0.131238042,Not Significant
IER3,-0.2481,0.424,0.9994,0.372634143,Not Significant
DDR1,0.022,0.9037,0.9994,0.043975718,Not Significant
MIR4640,-0.1401,0.6797,0.9994,0.16768273,Not Significant
GTF2H4,-0.139,0.5694,0.9994,0.244582537,Not Significant
VARS2,-0.07468,0.805,0.9994,0.09420412,Not Significant
HCG22,-0.02513,0.9479,0.9994,0.023237477,Not Significant
CCHCR1,-0.1878,0.3343,0.9994,0.475863623,Not Significant
TCF19,-0.1191,0.7602,0.9994,0.119072135,Not Significant
HCG27,0.01702,0.9654,0.9994,0.015292706,Not Significant
HCP5,-0.2125,0.5756,0.9994,0.239879215,Not Significant
HCG26,-0.2945,0.4356,0.9994,0.360912129,Not Significant
MICB,-0.5849,0.1353,0.9994,0.868702203,Not Significant
DDX39B,0.1759,0.6468,0.9994,0.189229989,Not Significant
SNORD84,0.16,0.6606,0.9994,0.180061431,Not Significant
ATP6V1G2,0.2818,0.4007,0.9994,0.397180658,Not Significant
NFKBIL1,-0.03543,0.8791,0.9994,0.05596172,Not Significant
LTA,0.1404,0.7165,0.9994,0.144783805,Not Significant
LTB,-0.05952,0.8782,0.9994,0.056406567,Not Significant
LST1,-0.4106,0.294,0.9994,0.53165267,Not Significant
AIF1,-0.1009,0.7948,0.9994,0.099742142,Not Significant
BAG6,-0.01224,0.9652,0.9994,0.015382687,Not Significant
APOM,0.06867,0.7999,0.9994,0.096964303,Not Significant
C6orf47,0.07674,0.7943,0.9994,0.100015437,Not Significant
LY6G5B,-0.1115,0.7255,0.9994,0.139362583,Not Significant
LY6G5C,-0.03007,0.9382,0.9994,0.027704571,Not Significant
ABHD16A,0.1043,0.5108,0.9994,0.291749111,Not Significant
LY6G6C,0.1999,0.6046,0.9994,0.218531857,Not Significant
C6orf25,0.1733,0.6586,0.9994,0.181378274,Not Significant
DDAH2,0.03889,0.8938,0.9994,0.04875965,Not Significant
MSH5,-0.2133,0.5865,0.9994,0.231731984,Not Significant
VWA7,0.1726,0.6599,0.9994,0.180521872,Not Significant
LSM2,-0.2016,0.3507,0.9994,0.455064234,Not Significant
C6orf48,-0.3185,0.2988,0.9994,0.524619407,Not Significant
SNORD48,-0.2153,0.576,0.9994,0.239577517,Not Significant
SNORD52,-0.3633,0.3413,0.9994,0.466863712,Not Significant
NEU1,-0.3403,0.2462,0.9994,0.608711951,Not Significant
EHMT2,-0.08706,0.7561,0.9994,0.121420762,Not Significant
ZBTB12,0.2366,0.2119,0.9994,0.673869043,Not Significant
C2,-0.07892,0.8157,0.9994,0.088469538,Not Significant
CFB,-0.2389,0.4615,0.9994,0.335828295,Not Significant
RDBP,0.08445,0.6617,0.9994,0.179338865,Not Significant
SKIV2L,-0.1988,0.3612,0.9994,0.442252258,Not Significant
DOM3Z,-0.09031,0.7489,0.9994,0.125576169,Not Significant
STK19,-0.03579,0.8597,0.9994,0.065653073,Not Significant
CYP21A2,0.1351,0.7303,0.9994,0.136498699,Not Significant
TNXB,0.1691,0.6234,0.9994,0.205233202,Not Significant
ATF6B,-0.1538,0.2592,0.9994,0.586365003,Not Significant
FKBPL,0.1225,0.6285,0.9994,0.201694718,Not Significant
PRRT1,0.4485,0.1627,0.9994,0.788612447,Not Significant
LOC100507547,0.1728,0.5404,0.9994,0.26728466,Not Significant
PPT2,0.1364,0.5937,0.9994,0.226432951,Not Significant
PPT2-EGFL8,-0.2554,0.5106,0.9994,0.29191919,Not Significant
EGFL8,-0.01419,0.9699,0.9994,0.013273041,Not Significant
AGPAT1,0.07084,0.6536,0.9994,0.184687956,Not Significant
RNF5P1,0.1481,0.5932,0.9994,0.226798858,Not Significant
AGER,-0.1477,0.7055,0.9994,0.151502982,Not Significant
GPSM3,-0.4137,0.2176,0.9994,0.662341109,Not Significant
NOTCH4,0.388,0.1922,0.9994,0.716246617,Not Significant
HCG23,-0.02976,0.9391,0.9994,0.027288159,Not Significant
HLA-DQB1,0.06518,0.8557,0.9994,0.067678468,Not Significant
HLA-DOB,-0.3444,0.3713,0.9994,0.430275051,Not Significant
TAP2,0.2106,0.5388,0.9994,0.268572413,Not Significant
PSMB8,-0.5864,0.1344,0.9994,0.871600731,Not Significant
LOC100507463,-0.4116,0.2939,0.9994,0.531800414,Not Significant
TAP1,-0.2242,0.5517,0.9994,0.258297016,Not Significant
PSMB9,-0.2666,0.4946,0.9994,0.305745888,Not Significant
LOC100294145,0.1496,0.495,0.9994,0.305394801,Not Significant
HLA-DMB,0.234,0.5452,0.9994,0.263444153,Not Significant
HLA-DMA,-0.0466,0.891,0.9994,0.050122296,Not Significant
HLA-DOA,-0.5477,0.1603,0.9994,0.795066478,Not Significant
HLA-DPA1,-0.2141,0.5842,0.9994,0.233438447,Not Significant
HLA-DPB2,0.1056,0.7739,0.9994,0.111315153,Not Significant
COL11A2,0.07282,0.8275,0.9994,0.082231998,Not Significant
RXRB,0.05987,0.7094,0.9994,0.149108816,Not Significant
SLC39A7,-0.04488,0.7637,0.9994,0.117077209,Not Significant
HSD17B8,-0.09704,0.7477,0.9994,0.126272619,Not Significant
MIR219-1,-0.2068,0.5957,0.9994,0.2249724,Not Significant
RING1,0.04692,0.7847,0.9994,0.105296347,Not Significant
HCG25,0.1802,0.6374,0.9994,0.195587941,Not Significant
VPS52,0.002553,0.9865,0.9994,0.00590291,Not Significant
RPS18,-0.4244,0.1406,0.9994,0.852014679,Not Significant
B3GALT4,0.1797,0.5862,0.9994,0.231954186,Not Significant
WDR46,0.03704,0.8566,0.9994,0.06722193,Not Significant
PFDN6,0.1375,0.4897,0.9994,0.310069896,Not Significant
RGL2,0.04743,0.8288,0.9994,0.081550258,Not Significant
TAPBP,-0.05648,0.7741,0.9994,0.111202933,Not Significant
DAXX,-0.05739,0.7122,0.9994,0.147398031,Not Significant
CUTA,-0.04872,0.8193,0.9994,0.086557045,Not Significant
ZBTB9,0.2692,0.207,0.9994,0.684029655,Not Significant
BAK1,-0.1658,0.3414,0.9994,0.466736483,Not Significant
ITPR3,-0.06947,0.7912,0.9994,0.101713721,Not Significant
MNF1,-0.1367,0.4124,0.9994,0.384681343,Not Significant
IP6K3,-0.09281,0.8119,0.9994,0.090497459,Not Significant
LEMD2,0.08461,0.657,0.9994,0.18243463,Not Significant
MLN,-0.2899,0.4113,0.9994,0.38584129,Not Significant
GRM4,-0.05934,0.8789,0.9994,0.056060536,Not Significant
HMGA1,-0.1099,0.6946,0.9994,0.158265221,Not Significant
C6orf1,0.1322,0.5393,0.9994,0.26816958,Not Significant
NUDT3,0.01284,0.9626,0.9994,0.016554143,Not Significant
RPS10,-0.3373,0.2463,0.9994,0.608535588,Not Significant
C6orf106,-0.3454,0.1453,0.9994,0.837734386,Not Significant
SNRPC,-0.08016,0.7009,0.9994,0.15434394,Not Significant
UHRF1BP1,-0.01037,0.9658,0.9994,0.015112799,Not Significant
TCP11,-0.3823,0.2714,0.9994,0.566390157,Not Significant
SCUBE3,-0.37,0.1427,0.9994,0.845576027,Not Significant
ZNF76,-0.04658,0.8083,0.9994,0.092427421,Not Significant
DEF6,-0.5635,0.1445,0.9994,0.840132153,Not Significant
PPARD,-0.2904,0.3302,0.9994,0.481222931,Not Significant
FANCE,-0.1867,0.382,0.9994,0.417936637,Not Significant
TULP1,-0.1354,0.7294,0.9994,0.137034241,Not Significant
LOC285847,-0.03393,0.9281,0.9994,0.032405227,Not Significant
ARMC12,-0.1236,0.7294,0.9994,0.137034241,Not Significant
LHFPL5,0.286,0.455,0.9994,0.341988603,Not Significant
SRPK1,-0.0737,0.6325,0.9994,0.19893947,Not Significant
SLC26A8,-0.3321,0.3839,0.9994,0.415781888,Not Significant
BRPF3,0.151,0.4595,0.9994,0.337714484,Not Significant
PNPLA1,-0.08199,0.7799,0.9994,0.10796108,Not Significant
ETV7,-0.3903,0.3188,0.9994,0.496481687,Not Significant
KCTD20,-0.1322,0.6265,0.9994,0.203078925,Not Significant
CPNE5,0.06487,0.8253,0.9994,0.083388155,Not Significant
PPIL1,0.1089,0.5847,0.9994,0.233066906,Not Significant
C6orf89,0.04259,0.8277,0.9994,0.082127045,Not Significant
MTCH1,0.01954,0.8649,0.9994,0.063034103,Not Significant
TMEM217,-0.1601,0.6816,0.9994,0.166470418,Not Significant
TBC1D22B,-0.05958,0.6065,0.9994,0.217169195,Not Significant
RNF8,-0.09892,0.5364,0.9994,0.270511231,Not Significant
FTSJD2,-0.03221,0.8183,0.9994,0.087087449,Not Significant
MDGA1,0.2653,0.3974,0.9994,0.400772137,Not Significant
ZFAND3,-0.008457,0.9094,0.9994,0.04124505,Not Significant
BTBD9,0.06978,0.7359,0.9994,0.133181197,Not Significant
GLO1,-0.1741,0.412,0.9994,0.385102784,Not Significant
DNAH8,-0.4922,0.1556,0.9994,0.807990407,Not Significant
SAYSD1,0.01661,0.9336,0.9994,0.029839157,Not Significant
KIF6,-0.1754,0.6503,0.9994,0.186886246,Not Significant
DAAM2,-0.378,0.3197,0.9994,0.495257364,Not Significant
MOCS1,-0.01844,0.9462,0.9994,0.024017056,Not Significant
FLJ41649,-0.4078,0.2967,0.9994,0.527682454,Not Significant
TDRG1,-0.2979,0.4474,0.9994,0.34930402,Not Significant
LRFN2,0.2079,0.5117,0.9994,0.290984583,Not Significant
UNC5CL,0.03392,0.9302,0.9994,0.031423665,Not Significant
APOBEC2,0.2077,0.5554,0.9994,0.255394125,Not Significant
C6orf130,0.1558,0.545,0.9994,0.263603498,Not Significant
NFYA,-0.007149,0.9707,0.9994,0.01291497,Not Significant
TREM1,-0.0636,0.8663,0.9994,0.062331686,Not Significant
FOXP4,-0.1864,0.5535,0.9994,0.256882375,Not Significant
FRS3,0.2721,0.2275,0.9994,0.643018599,Not Significant
PRICKLE4,-0.332,0.2754,0.9994,0.560036064,Not Significant
TOMM6,-0.07578,0.7452,0.9994,0.127727154,Not Significant
USP49,0.1467,0.617,0.9994,0.209714836,Not Significant
MED20,0.05521,0.7562,0.9994,0.121363327,Not Significant
BYSL,0.09544,0.5416,0.9994,0.266321344,Not Significant
CCND3,-0.3057,0.2448,0.9994,0.611188587,Not Significant
TAF8,-0.2559,0.1095,0.9994,0.960585881,Not Significant
GUCA1B,0.1985,0.6038,0.9994,0.219106891,Not Significant
MRPS10,0.01142,0.9581,0.9994,0.01858916,Not Significant
TRERF1,-0.05202,0.8025,0.9994,0.095554959,Not Significant
UBR2,0.05841,0.7514,0.9994,0.124128809,Not Significant
PRPH2,-0.4536,0.2171,0.9994,0.663340177,Not Significant
TBCC,0.2854,0.1822,0.9994,0.739451627,Not Significant
RPL7L1,0.1519,0.5091,0.9994,0.293196903,Not Significant
C6orf226,0.2997,0.1186,0.9994,0.925915311,Not Significant
CNPY3,-0.04682,0.7344,0.9994,0.134067332,Not Significant
GNMT,0.09971,0.7737,0.9994,0.111427403,Not Significant
PEX6,0.03239,0.9039,0.9994,0.043879614,Not Significant
PPP2R5D,-0.03158,0.8012,0.9994,0.096259059,Not Significant
MEA1,0.1097,0.6872,0.9994,0.162916849,Not Significant
KLHDC3,0.03806,0.8262,0.9994,0.082914809,Not Significant
RRP36,0.02826,0.8679,0.9994,0.061530312,Not Significant
CUL7,-0.1587,0.605,0.9994,0.218244625,Not Significant
MRPL2,0.07735,0.6229,0.9994,0.205581669,Not Significant
KLC4,0.1116,0.6986,0.9994,0.155771419,Not Significant
SRF,-0.132,0.2543,0.9994,0.59465364,Not Significant
CUL9,0.004467,0.9864,0.9994,0.005946936,Not Significant
C6orf108,-0.1314,0.518,0.9994,0.28567024,Not Significant
SLC22A7,-0.1165,0.7652,0.9994,0.116225039,Not Significant
CRIP3,-0.2373,0.4574,0.9994,0.33970384,Not Significant
ZNF318,-0.05981,0.6828,0.9994,0.165706488,Not Significant
ABCC10,-0.09516,0.6165,0.9994,0.210066919,Not Significant
DLK2,0.149,0.5308,0.9994,0.275069086,Not Significant
TJAP1,-0.1639,0.4026,0.9994,0.395126229,Not Significant
YIPF3,-0.003494,0.9859,0.9994,0.006167133,Not Significant
POLR1C,0.05961,0.7298,0.9994,0.136796141,Not Significant
XPO5,-0.05356,0.6096,0.9994,0.214955042,Not Significant
POLH,-0.2158,0.3207,0.9994,0.49390104,Not Significant
GTPBP2,0.1693,0.5545,0.9994,0.25609845,Not Significant
MAD2L1BP,0.121,0.4596,0.9994,0.33761998,Not Significant
RSPH9,0.2731,0.4292,0.9994,0.367340287,Not Significant
MRPS18A,0.09237,0.762,0.9994,0.118045029,Not Significant
VEGFA,-0.3543,0.1966,0.9994,0.706416487,Not Significant
LOC100132354,-0.2375,0.4626,0.9994,0.334794372,Not Significant
C6orf223,0.4544,0.1649,0.9994,0.782779344,Not Significant
MRPL14,0.03746,0.8607,0.9994,0.065148197,Not Significant
TMEM63B,0.1492,0.5048,0.9994,0.296880654,Not Significant
SLC35B2,-0.01573,0.9528,0.9994,0.020998252,Not Significant
NFKBIE,0.2056,0.1948,0.9994,0.710411047,Not Significant
TCTE1,0.5269,0.1415,0.9994,0.84924356,Not Significant
AARS2,0.1916,0.4025,0.9994,0.395234115,Not Significant
SPATS1,0.3136,0.373,0.9994,0.428291168,Not Significant
CDC5L,0.02384,0.8801,0.9994,0.055467979,Not Significant
ENPP4,-0.2757,0.2328,0.9994,0.633017024,Not Significant
ENPP5,-0.04286,0.8952,0.9994,0.048079926,Not Significant
RCAN2,0.2913,0.393,0.9994,0.40560745,Not Significant
CYP39A1,-0.3968,0.2915,0.9994,0.535361441,Not Significant
SLC25A27,0.05107,0.8668,0.9994,0.062081097,Not Significant
TDRD6,0.149,0.6806,0.9994,0.167108055,Not Significant
PLA2G7,-0.1452,0.7054,0.9994,0.151564545,Not Significant
LOC100287718,-0.1203,0.6949,0.9994,0.158077688,Not Significant
TNFRSF21,-0.04312,0.8324,0.9994,0.079667928,Not Significant
OPN5,0.4148,0.2812,0.9994,0.550984684,Not Significant
PTCHD4,-0.09699,0.7937,0.9994,0.10034362,Not Significant
MUT,0.1023,0.5042,0.9994,0.297397159,Not Significant
CENPQ,-0.2087,0.4945,0.9994,0.305833704,Not Significant
C6orf141,-0.5842,0.1242,0.9994,0.905878404,Not Significant
TFAP2B,0.4275,0.272,0.9994,0.565431096,Not Significant
MCM3,-0.1945,0.591,0.9994,0.228412519,Not Significant
PAQR8,-0.3433,0.2728,0.9994,0.564155634,Not Significant
EFHC1,-0.06572,0.812,0.9994,0.090443971,Not Significant
TRAM2,-0.4313,0.2256,0.9994,0.646660905,Not Significant
LOC730101,0.1406,0.5288,0.9994,0.276708554,Not Significant
TMEM14A,0.1635,0.4421,0.9994,0.354479485,Not Significant
GSTA4,0.09246,0.5271,0.9994,0.278106984,Not Significant
ICK,0.2015,0.159,0.9994,0.798602876,Not Significant
FBXO9,0.1214,0.4868,0.9994,0.31264943,Not Significant
GCLC,-0.2232,0.2056,0.9994,0.68697689,Not Significant
HCRTR2,-0.09554,0.804,0.9994,0.094743951,Not Significant
HMGCLL1,0.3729,0.2718,0.9994,0.565750548,Not Significant
BMP5,-0.3625,0.3547,0.9994,0.450138812,Not Significant
COL21A1,-0.2528,0.5165,0.9994,0.286929674,Not Significant
DST,0.2639,0.1698,0.9994,0.770062314,Not Significant
BEND6,0.207,0.5472,0.9994,0.261853911,Not Significant
KIAA1586,0.2128,0.1762,0.9994,0.753994096,Not Significant
ZNF451,0.02118,0.9478,0.9994,0.023283296,Not Significant
PRIM2,-0.1711,0.5736,0.9994,0.241390857,Not Significant
GUSBP4,-0.1147,0.7612,0.9994,0.11850122,Not Significant
KHDRBS2,0.2544,0.3373,0.9994,0.471983659,Not Significant
LGSN,-0.3002,0.3988,0.9994,0.39924485,Not Significant
PTP4A1,-0.09497,0.5515,0.9994,0.258454483,Not Significant
PHF3,-0.212,0.4474,0.9994,0.34930402,Not Significant
EYS,0.1798,0.6072,0.9994,0.216668237,Not Significant
LMBRD1,-0.04642,0.749,0.9994,0.125518182,Not Significant
COL19A1,-0.2941,0.3873,0.9994,0.411952503,Not Significant
FAM135A,-0.1733,0.465,0.9994,0.332547047,Not Significant
C6orf57,-0.02627,0.8558,0.9994,0.067627718,Not Significant
SMAP1,-0.02077,0.9262,0.9994,0.033295223,Not Significant
B3GAT2,0.3318,0.3761,0.9994,0.424696667,Not Significant
OGFRL1,0.2131,0.4521,0.9994,0.344765493,Not Significant
LINC00472,0.1473,0.5834,0.9994,0.234033575,Not Significant
RIMS1,0.3027,0.1572,0.9994,0.803547458,Not Significant
KCNQ5,0.05227,0.8909,0.9994,0.050171041,Not Significant
KHDC1L,0.2488,0.5222,0.9994,0.282163133,Not Significant
KHDC1,0.1259,0.6946,0.9994,0.158265221,Not Significant
C6orf147,0.08636,0.8181,0.9994,0.087193607,Not Significant
C6orf221,-0.051,0.8964,0.9994,0.047498152,Not Significant
MTO1,0.1288,0.5009,0.9994,0.300248968,Not Significant
EEF1A1,-0.3789,0.1717,0.9994,0.765229705,Not Significant
SLC17A5,-0.09656,0.5991,0.9994,0.22250068,Not Significant
CD109,-0.3243,0.2246,0.9994,0.648590248,Not Significant
COX7A2,0.003419,0.9872,0.9994,0.005594853,Not Significant
TMEM30A,0.1416,0.3954,0.9994,0.402963335,Not Significant
LOC100506804,0.2417,0.5289,0.9994,0.276626433,Not Significant
FILIP1,0.4426,0.1185,0.9994,0.92628165,Not Significant
SENP6,-0.01925,0.9008,0.9994,0.045371622,Not Significant
MYO6,-0.1967,0.4217,0.9994,0.374996399,Not Significant
IMPG1,-0.01032,0.9789,0.9994,0.009261671,Not Significant
HTR1B,-0.0636,0.8692,0.9994,0.060880282,Not Significant
IRAK1BP1,0.2564,0.3472,0.9994,0.459420283,Not Significant
PHIP,-0.08037,0.8024,0.9994,0.09560908,Not Significant
HMGN3,-0.1658,0.3226,0.9994,0.491335637,Not Significant
LOC100288198,0.2008,0.525,0.9994,0.279840697,Not Significant
LCA5,-0.09563,0.6222,0.9994,0.206069993,Not Significant
SH3BGRL2,0.05054,0.7542,0.9994,0.122513472,Not Significant
C6orf7,0.4265,0.2686,0.9994,0.570893992,Not Significant
ELOVL4,0.2445,0.3822,0.9994,0.417709317,Not Significant
BCKDHB,-0.2276,0.4913,0.9994,0.308653236,Not Significant
IBTK,-0.02282,0.9246,0.9994,0.034046111,Not Significant
TPBG,0.3099,0.2554,0.9994,0.592779107,Not Significant
UBE3D,0.1926,0.3662,0.9994,0.43628166,Not Significant
PGM3,-0.02458,0.8799,0.9994,0.055566682,Not Significant
RWDD2A,0.1287,0.6528,0.9994,0.185219854,Not Significant
ME1,-0.4658,0.2208,0.9994,0.656000931,Not Significant
SNAP91,0.3814,0.1617,0.9994,0.79128998,Not Significant
RIPPLY2,0.3993,0.3086,0.9994,0.510604078,Not Significant
CYB5R4,0.02124,0.9497,0.9994,0.022413562,Not Significant
MRAP2,-0.3435,0.2556,0.9994,0.592439151,Not Significant
SNX14,0.141,0.5313,0.9994,0.274660184,Not Significant
SYNCRIP,-0.06342,0.6682,0.9994,0.175093529,Not Significant
SNHG5,-0.4806,0.2103,0.9994,0.677160727,Not Significant
HTR1E,-0.2417,0.5376,0.9994,0.26954074,Not Significant
ZNF292,0.1706,0.4704,0.9994,0.327532687,Not Significant
GJB7,0.08393,0.8285,0.9994,0.081707487,Not Significant
C6orf162,0.3097,0.1315,0.9994,0.881074247,Not Significant
C6orf163,-0.07122,0.823,0.9994,0.084600165,Not Significant
C6orf164,0.04702,0.9006,0.9994,0.045468057,Not Significant
C6orf165,0.2584,0.4957,0.9994,0.304781081,Not Significant
SLC35A1,0.08141,0.5481,0.9994,0.261140198,Not Significant
RARS2,0.01393,0.9413,0.9994,0.026271941,Not Significant
ORC3,-0.00637,0.9696,0.9994,0.013407393,Not Significant
AKIRIN2,0.09358,0.5918,0.9994,0.227825039,Not Significant
AKIRIN2-AS1,-0.1434,0.6995,0.9994,0.155212281,Not Significant
CNR1,0.357,0.2731,0.9994,0.5636783,Not Significant
RNGTT,0.1704,0.2879,0.9994,0.540758335,Not Significant
PNRC1,-0.1488,0.5013,0.9994,0.299902295,Not Significant
SRSF12,0.06597,0.7869,0.9994,0.104080455,Not Significant
PM20D2,-0.06628,0.5147,0.9994,0.288445832,Not Significant
GABRR1,0.2305,0.543,0.9994,0.26520017,Not Significant
GABRR2,-0.4595,0.2387,0.9994,0.622147581,Not Significant
UBE2J1,-0.002284,0.9838,0.9994,0.007093182,Not Significant
RRAGD,-0.006361,0.9751,0.9994,0.010950844,Not Significant
ANKRD6,-0.01501,0.9449,0.9994,0.024614151,Not Significant
LYRM2,0.06119,0.8327,0.9994,0.079511435,Not Significant
MDN1,-0.1213,0.371,0.9994,0.43062609,Not Significant
CASP8AP2,0.03433,0.8284,0.9994,0.08175991,Not Significant
BACH2,0.1267,0.6401,0.9994,0.193752173,Not Significant
MAP3K7,-0.08558,0.4646,0.9994,0.332920795,Not Significant
EPHA7,-0.06072,0.8586,0.9994,0.066209116,Not Significant
MANEA,-0.1066,0.6384,0.9994,0.194907122,Not Significant
UFL1,-0.03198,0.8419,0.9994,0.07473949,Not Significant
NDUFAF4,0.3171,0.1301,0.9994,0.885722703,Not Significant
KLHL32,0.381,0.252,0.9994,0.598599459,Not Significant
MMS22L,-0.1806,0.3601,0.9994,0.443576879,Not Significant
FBXL4,-0.2334,0.1832,0.9994,0.737074531,Not Significant
FAXC,0.3864,0.1271,0.9994,0.895854449,Not Significant
COQ3,0.2,0.4032,0.9994,0.394479477,Not Significant
PNISR,-0.1172,0.7438,0.9994,0.128543826,Not Significant
USP45,-0.1457,0.5219,0.9994,0.282412703,Not Significant
LOC100130890,-0.4052,0.1736,0.9994,0.760450279,Not Significant
CCNC,0.1766,0.3953,0.9994,0.403073186,Not Significant
PRDM13,0.3102,0.374,0.9994,0.427128398,Not Significant
ASCC3,-0.1335,0.5735,0.9994,0.241466578,Not Significant
GRIK2,0.3117,0.1748,0.9994,0.757458572,Not Significant
HACE1,-0.0915,0.6039,0.9994,0.21903497,Not Significant
LIN28B,0.0758,0.8451,0.9994,0.073091898,Not Significant
BVES-AS1,0.1484,0.692,0.9994,0.159893906,Not Significant
PREP,-0.01137,0.9559,0.9994,0.019587538,Not Significant
ATG5,0.1334,0.5075,0.9994,0.294563953,Not Significant
AIM1,-0.1508,0.6604,0.9994,0.180192935,Not Significant
